 {'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京自如友家资产管理有限公司', '职位': 'PHP工程师'}
{'薪资': '20k-35k', '工作经验': '1-3年', '公司名称': '北京郁金香伙伴科技有限公司', '职位': 'PHP 工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '车满满（北京）信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京智慧图科技有限责任公司', '职位': 'PHP开发工程师'}
{'薪资': '12k-18k', '工作经验': '不限', '公司名称': '北京汇文立业文化传播有限公司', '职位': 'PHP工程师'}
{'薪资': '12k-20k', '工作经验': '3-5年', '公司名称': '颉墨（北京）科技有限公司', '职位': 'PHP研发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京中关村融汇金融信息服务有限公司', '职位': 'php开发工程师'}
{'薪资': '8k-15k', '工作经验': '3-5年', '公司名称': '凤凰飞扬（北京）新媒体信息技术有限公司', '职位': 'PHP开发工程师-北京-01247'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': 'PHP后端开发工程师'}
{'薪资': '13k-23k', '工作经验': '不限', '公司名称': '北京好汉科技有限责任公司', '职位': 'PHP+laravel'}
{'薪资': '8k-15k', '工作经验': '1-3年', '公司名称': '北京优品三悦科技发展有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京易卓方舟科技有限公司', '职位': 'PHP高级工程师'}
{'薪资': '8k-15k', '工作经验': '3-5年', '公司名称': '北京淘尚壹陆捌网络科技有限公司', '职位': 'PHP'}
{'薪资': '8k-12k', '工作经验': '1-3年', '公司名称': '风华正茂科技（北京）有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京百家互联科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'php开发'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '北京梦想智联科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '9k-14k', '工作经验': '1-3年', '公司名称': '北京美秒科技有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京良仓文化传播有限公司', '职位': 'PHP 工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京成德志成教育科技有限公司', '职位': '高级PHP开发'}
{'薪资': '12k-24k', '工作经验': '1-3年', '公司名称': '北京易卓方舟科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京多牛互动传媒股份有限公司', '职位': 'PHP开发工程师-广告平台'}
{'薪资': '35k-70k', '工作经验': '5-10年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': '学而思网校-PHP架构师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京悠悠科技有限公司', '职位': 'PHP'}
{'薪资': '30k-60k', '工作经验': '5-10年', '公司名称': '北京作业盒子科技有限公司', '职位': 'PHP架构师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '拉卡拉汇积天下技术服务（北京）有限公司', '职位': '高级php开发工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京上善若水会计服务有限公司', '职位': '后端PHP开发工程师[三元桥]'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京云杉世界信息技术有限公司', '职位': '高级PHP工程师-L（总部商城板块）'}
{'薪资': '9k-15k', '工作经验': '3-5年', '公司名称': '北京极智信诚科技有限公司', '职位': 'PHP后端工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京快跑信息科技有限公司', '职位': 'PHP中级开发工程师(J10200)'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京十月逸栈科技有限公司', '职位': 'PHP架构师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': 'RightCapital LLC', '职位': 'PHP后端开发工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '人人贷商务顾问（北京）有限公司', '职位': '高级php开发工程师'}
{'薪资': '18k-30k', '工作经验': '3-5年', '公司名称': '广东雨林木风计算机科技有限公司北京分公司', '职位': 'PHP高级工程师'}
{'薪资': '10k-20k', '工作经验': '不限', '公司名称': '北京哈希章鱼科技有限公司', '职位': 'PHP工程师'}
{'薪资': '6K-12K', '工作经验': '3-5年', '公司名称': '源亿（北京）网络科技有限公司', '职位': 'php开发工程师'}
{'薪资': '12k-24k', '工作经验': '3-5年', '公司名称': '乐约电子科技（上海）有限公司北京分公司', '职位': 'PHP'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '北京英鑫网络科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '8k-12k', '工作经验': '3-5年', '公司名称': '北京环球兴学科技发展有限公司', '职位': 'Php工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP负责人-励步英语'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '臻和（北京）科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '天科安华（北京）科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '砾石悦动（北京）科技有限公司', '职位': 'PHP工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '北京诸葛找房信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '5-10年', '公司名称': '海思林科（北京）信息技术有限公司', '职位': 'PHP主管/经理'}
{'薪资': '6k-8k', '工作经验': '应届毕业生', '公司名称': '北京融联世纪信息技术有限公司', '职位': '2019暑期实习-PHP开发助理'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '小船出海教育科技（北京）有限公司', '职位': '高级php工程师'}
{'薪资': '8K-14K', '工作经验': '3-5年', '公司名称': '北京赢智汇文化传播有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '奇虎360科技有限公司', '职位': 'PHP开发工程师（PC浏览器）'}
{'薪资': '12k-24k', '工作经验': '1-3年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': '教育事业部_PHP研发工程师（智慧课堂）'}
{'薪资': '11k-22k', '工作经验': '1-3年', '公司名称': '北京牛咖斯汽车服务股份有限公司', '职位': 'php开发工程师'}
{'薪资': '15k-20k', '工作经验': '应届毕业生', '公司名称': '百度时代网络技术(北京)有限公司', '职位': 'PHP开发工程师'}
{'薪资': '12k-20k', '工作经验': '1-3年', '公司名称': '海南坚果创娱信息技术有限公司', '职位': 'PHP工程师'}
{'薪资': '6k-10k', '工作经验': '1-3年', '公司名称': '漫动互通网络科技（北京）有限公司', '职位': 'php工程师'}
{'薪资': '8k-10k', '工作经验': '3-5年', '公司名称': '中国台湾网', '职位': 'PHP工程师'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '天津远度科技有限公司', '职位': 'php开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '香港绿洲游戏网络科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '5k-8k', '工作经验': '1-3年', '公司名称': '北京材贤科技服务有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-14k', '工作经验': '应届毕业生', '公司名称': '北京快跑信息科技有限公司', '职位': 'PHP开发工程师-钉耙组（校招）(J10241)'}
{'薪资': '12k-24k', '工作经验': '3-5年', '公司名称': '北京金山网络科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-20k', '工作经验': '5-10年', '公司名称': '菜瓜网（北京）电子商务有限公司', '职位': 'PHP'}
{'薪资': '3k-5k', '工作经验': '应届毕业生', '公司名称': '萌石科技（北京）有限公司', '职位': 'PHP实习'}
{'薪资': '8k-15k', '工作经验': '1-3年', '公司名称': '北京灵犀一点科技文化有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '不限', '公司名称': '九福世纪（北京）科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京小纸袋信息科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京惊奇科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20K-40K', '工作经验': '3-5年', '公司名称': '北京璧晟科技有限公司', '职位': 'php开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京微笑科技有限公司', '职位': 'PHP游戏后端工程师'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '北京未来进程信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京亿游科创信息科技有限公司', '职位': 'php开发工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京耕牛文化传媒有限公司', '职位': 'PHP开发工程师'}
{'薪资': '5k-10k', '工作经验': '1-3年', '公司名称': '北京天博信德网络科技有限公司', '职位': 'PHP'}
{'薪资': '8k-15k', '工作经验': '3-5年', '公司名称': '红苹果（北京）财务顾问有限公司', '职位': '高级PHP工程师'}
{'薪资': '15k-25k', '工作经验': '不限', '公司名称': '北京汇文立业文化传播有限公司', '职位': 'PHP高级工程师'}
{'薪资': '8k-15k', '工作经验': '1-3年', '公司名称': '方讯技术（北京）有限公司', '职位': '高级PHP工程师'}
{'薪资': '8k-15k', '工作经验': '3-5年', '公司名称': '搭伴（北京）网络科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '8k-12k', '工作经验': '1-3年', '公司名称': '北京一一久久科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京轻盈付数据科技有限公司', '职位': 'PHP工程师'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '北京搜库科技有限公司', '职位': 'php工程师'}
{'薪资': '17k-30k', '工作经验': '3-5年', '公司名称': '北京炫果壳信息技术股份有限公司', '职位': 'PHP开发工程师'}
{'薪资': '7k-10k', '工作经验': '1-3年', '公司名称': '北京坤渔科技有限公司', '职位': 'PHP开发'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京狼旗科技有限公司', '职位': 'PHP研发工程师'}
{'薪资': '15k-25k', '工作经验': '5-10年', '公司名称': '九零九网络科技（北京）有限公司', '职位': 'php工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '北京小唱科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '北京达佳互联信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '安投融（北京）网络科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京观天智创科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '30k-60k', '工作经验': '3-5年', '公司名称': '北京阳光易百教育科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京博远科技有限公司', '职位': 'php工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '智线云科技（北京）有限公司', '职位': '高级Java/PHP/Python工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '人人行科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '8k-15k', '工作经验': '1-3年', '公司名称': '北京掌上先机网络科技有限公司', '职位': 'PHP'}
{'薪资': '18k-30k', '工作经验': '5-10年', '公司名称': '北京搜装网络科技股份有限公司', '职位': 'PHP高级工程师（管理岗）'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京乐自天成文化发展有限公司', '职位': 'PHP工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京江海沐晖科技有限公司', '职位': 'PHP研发工程师'}
{'薪资': '30k-50k', '工作经验': '3-5年', '公司名称': '腾讯科技(深圳)有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '上海一起作业信息科技有限公司', '职位': 'PHP高级研发工程师(中学业务）'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '乐约电子科技（上海）有限公司北京分公司', '职位': 'PHP高级开发工程师'}
{'薪资': '25k-50k', '工作经验': '3-5年', '公司名称': '厦门美图之家科技有限公司', '职位': 'PHP高级开发工程师-美图秀秀'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '北京太合音乐文化发展有限公司', '职位': '服务端架构师（PHP）'}
{'薪资': '8k-15k', '工作经验': '3-5年', '公司名称': '广州誉讯信息科技有限公司', '职位': 'php开发工程师'}
{'薪资': '8k-16k', '工作经验': '应届毕业生', '公司名称': '乐视网信息技术（北京）股份有限公司', '职位': '助理PHP开发工程师（基础平台）-乐视网-【2018校招】'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京锐动寰宇科技有限公司', '职位': 'PHP后台开发工程师'}
{'薪资': '8k-10k', '工作经验': '3-5年', '公司名称': '北京韩美智恒科技有限公司', '职位': 'PHP开发工程师'}
